,Peers,Miners,Contracts,Transactions,Time,Difficulty
3,16,5,100,100,0.4525129795074463,1
4,16,5,100,100,0.46284961700439453,1
5,16,5,100,100,1.038665771484375,1
6,16,5,100,100,1.036996841430664,1
7,16,5,100,100,1.036996841430664,1
8,16,5,100,100,1.036996841430664,1
9,16,5,100,100,1.0425019264221191,1
10,16,5,100,100,1.04417085647583,1
11,16,5,100,100,1.04417085647583,1
12,16,5,100,100,1.147308111190796,1
13,16,5,100,100,1.147308111190796,1
14,16,5,100,100,1.145639181137085,1
0,16,6,100,100,0.35359907150268555,1
1,16,6,100,100,0.3742396831512451,1
2,16,6,100,100,0.46681714057922363,1
3,16,6,100,100,0.46512794494628906,1
4,16,6,100,100,0.46681714057922363,1
5,16,6,100,100,0.4841275215148926,1
6,16,6,100,100,0.48781633377075195,1
7,16,6,100,100,0.4961276054382324,1
8,16,6,100,100,1.0381338596343994,1
9,16,6,100,100,1.0381338596343994,1
10,16,6,100,100,1.0440151691436768,1
11,16,6,100,100,1.0440151691436768,1
12,16,6,100,100,1.157454013824463,1
13,16,6,100,100,1.1591432094573975,1
14,16,6,100,100,1.2754392623901367,1
0,16,7,100,100,0.354017972946167,1
1,16,7,100,100,0.368013858795166,1
2,16,7,100,100,0.37407422065734863,1
3,16,7,100,100,0.4697098731994629,1
4,16,7,100,100,0.47691822052001953,1
5,16,7,100,100,0.4772837162017822,1
6,16,7,100,100,0.4909181594848633,1
7,16,7,100,100,0.4892845153808594,1
8,16,7,100,100,1.0383172035217285,1
9,16,7,100,100,1.0437204837799072,1
10,16,7,100,100,1.1266794204711914,1
11,16,7,100,100,1.2388899326324463,1
12,16,7,100,100,1.2405235767364502,1
13,16,7,100,100,1.2388899326324463,1
14,16,7,100,100,1.2405235767364502,1
0,16,8,100,100,0.3510284423828125,1
1,16,8,100,100,0.37081146240234375,1
2,16,8,100,100,0.3722543716430664,1
3,16,8,100,100,0.3857128620147705,1
4,16,8,100,100,0.3857128620147705,1
5,16,8,100,100,0.38826799392700195,1
6,16,8,100,100,0.48380041122436523,1
7,16,8,100,100,0.48224592208862305,1
8,16,8,100,100,1.032545566558838,1
9,16,8,100,100,1.0309910774230957,1
10,16,8,100,100,1.0309910774230957,1
11,16,8,100,100,1.0309910774230957,1
12,16,8,100,100,1.032545566558838,1
13,16,8,100,100,1.114241600036621,1
14,16,8,100,100,1.1756260395050049,1
0,16,9,100,100,0.3539416790008545,1
1,16,9,100,100,0.3539416790008545,1
2,16,9,100,100,0.3524954319000244,1
3,16,9,100,100,0.35149574279785156,1
4,16,9,100,100,0.38849973678588867,1
5,16,9,100,100,0.4330756664276123,1
6,16,9,100,100,0.4330756664276123,1
7,16,9,100,100,0.43552160263061523,1
8,16,9,100,100,0.43407583236694336,1
9,16,9,100,100,0.452808141708374,1
10,16,9,100,100,0.46982741355895996,1
11,16,9,100,100,0.47182631492614746,1
12,16,9,100,100,0.47527408599853516,1
13,16,9,100,100,0.4748256206512451,1
14,16,9,100,100,0.4822723865509033,1
0,16,10,100,100,0.3513495922088623,1
1,16,10,100,100,0.3680155277252197,1
2,16,10,100,100,0.37001609802246094,1
3,16,10,100,100,0.37001609802246094,1
4,16,10,100,100,0.371018648147583,1
5,16,10,100,100,0.36924266815185547,1
6,16,10,100,100,0.37224268913269043,1
7,16,10,100,100,0.430919885635376,1
8,16,10,100,100,0.43369412422180176,1
9,16,10,100,100,0.4494309425354004,1
10,16,10,100,100,0.4522092342376709,1
11,16,10,100,100,0.48144960403442383,1
12,16,10,100,100,0.48822617530822754,1
13,16,10,100,100,0.4864501953125,1
14,16,10,100,100,0.48744916915893555,1
0,16,1,100,100,0.5952310562133789,1
1,16,1,100,100,1.065899133682251,1
2,16,1,100,100,1.0640332698822021,1
3,16,1,100,100,1.070998191833496,1
4,16,1,100,100,1.070998191833496,1
5,16,1,100,100,1.0721888542175293,1
6,16,1,100,100,1.0721888542175293,1
7,16,1,100,100,1.1693782806396484,1
8,16,1,100,100,1.1712441444396973,1
9,16,1,100,100,1.1712441444396973,1
10,16,1,100,100,1.1733784675598145,1
11,16,1,100,100,1.1715126037597656,1
12,16,1,100,100,1.1733784675598145,1
13,16,1,100,100,1.2855253219604492,1
14,16,1,100,100,1.2911286354064941,1
0,16,1,100,100,0.6854534149169922,1
1,16,1,100,100,1.1012444496154785,1
2,16,1,100,100,1.1267876625061035,1
3,16,1,100,100,1.1277878284454346,1
4,16,1,100,100,1.1427876949310303,1
5,16,1,100,100,1.1427876949310303,1
6,16,1,100,100,1.1427876949310303,1
7,16,1,100,100,1.188802719116211,1
8,16,1,100,100,1.188802719116211,1
9,16,1,100,100,1.188802719116211,1
10,16,1,100,100,1.188802719116211,1
11,16,1,100,100,1.280653715133667,1
12,16,1,100,100,1.280653715133667,1
13,16,1,100,100,1.2956547737121582,1
14,16,1,100,100,1.2956547737121582,1
0,16,2,100,100,0.5361886024475098,1
1,16,2,100,100,0.5454511642456055,1
2,16,2,100,100,2.963657855987549,1
3,16,2,100,100,2.963657855987549,1
4,16,2,100,100,2.991602897644043,1
5,16,2,100,100,2.991602897644043,1
6,16,2,100,100,2.991602897644043,1
7,16,2,100,100,2.9926600456237793,1
8,16,2,100,100,3.007606029510498,1
9,16,2,100,100,3.007606029510498,1
10,16,2,100,100,3.0059754848480225,1
11,16,2,100,100,3.114027500152588,1
12,16,2,100,100,3.162856101989746,1
13,16,2,100,100,3.178856372833252,1
14,16,2,100,100,3.181544065475464,1
0,16,3,100,100,0.4199228286743164,1
1,16,3,100,100,0.4450838565826416,1
2,16,3,100,100,0.4490845203399658,1
3,16,3,100,100,1.5555157661437988,1
4,16,3,100,100,1.6615159511566162,1
5,16,3,100,100,1.6615159511566162,1
6,16,3,100,100,1.6764907836914062,1
7,16,3,100,100,1.6764907836914062,1
8,16,3,100,100,1.6774907112121582,1
9,16,3,100,100,1.71806001663208,1
10,16,3,100,100,1.7190587520599365,1
11,16,3,100,100,1.7650113105773926,1
12,16,3,100,100,2.371699810028076,1
13,16,3,100,100,2.4763295650482178,1
14,16,3,100,100,2.508063316345215,1
0,16,4,100,100,0.4273355007171631,1
1,16,4,100,100,0.5162205696105957,1
2,16,4,100,100,0.5242197513580322,1
3,16,4,100,100,0.5367958545684814,1
4,16,4,100,100,1.0823173522949219,1
5,16,4,100,100,1.0860395431518555,1
6,16,4,100,100,2.034411668777466,1
7,16,4,100,100,2.137758493423462,1
8,16,4,100,100,2.1340363025665283,1
9,16,4,100,100,2.1885035037994385,1
10,16,4,100,100,3.907306671142578,1
11,16,4,100,100,3.9750711917877197,1
12,16,4,100,100,4.097364664077759,1
13,16,4,100,100,4.874092102050781,1
14,16,4,100,100,4.944448709487915,1
0,16,5,100,100,0.42356133460998535,1
1,16,5,100,100,0.4451417922973633,1
2,16,5,100,100,0.5352263450622559,1
3,16,5,100,100,0.550851583480835,1
4,16,5,100,100,0.5804452896118164,1
5,16,5,100,100,1.124415397644043,1
6,16,5,100,100,1.1214251518249512,1
7,16,5,100,100,1.124415397644043,1
8,16,5,100,100,1.124415397644043,1
9,16,5,100,100,1.1439244747161865,1
10,16,5,100,100,1.1439244747161865,1
11,16,5,100,100,1.2214021682739258,1
12,16,5,100,100,1.2434051036834717,1
13,16,5,100,100,1.2434051036834717,1
14,16,5,100,100,1.2534449100494385,1
0,16,6,100,100,0.42254161834716797,1
1,16,6,100,100,0.43125081062316895,1
2,16,6,100,100,0.4537019729614258,1
3,16,6,100,100,0.45735716819763184,1
4,16,6,100,100,0.45270586013793945,1
5,16,6,100,100,0.4912240505218506,1
6,16,6,100,100,0.5408899784088135,1
7,16,6,100,100,0.5661065578460693,1
8,16,6,100,100,1.098475456237793,1
9,16,6,100,100,1.119940996170044,1
10,16,6,100,100,1.12359619140625,1
11,16,6,100,100,1.1714954376220703,1
12,16,6,100,100,1.2863545417785645,1
13,16,6,100,100,1.2837004661560059,1
14,16,6,100,100,1.2837004661560059,1
0,16,7,100,100,0.45084667205810547,1
1,16,7,100,100,0.45421552658081055,1
2,16,7,100,100,0.45421552658081055,1
3,16,7,100,100,0.4498474597930908,1
4,16,7,100,100,0.46267104148864746,1
5,16,7,100,100,0.4690396785736084,1
6,16,7,100,100,0.5509257316589355,1
7,16,7,100,100,0.5948469638824463,1
8,16,7,100,100,1.070674180984497,1
9,16,7,100,100,1.1068379878997803,1
10,16,7,100,100,1.1210460662841797,1
11,16,7,100,100,1.1210460662841797,1
12,16,7,100,100,1.1707096099853516,1
13,16,7,100,100,1.1707096099853516,1
14,16,7,100,100,1.1707096099853516,1
0,16,8,100,100,0.43517065048217773,1
1,16,8,100,100,0.44437122344970703,1
2,16,8,100,100,0.4511532783508301,1
3,16,8,100,100,0.46164512634277344,1
4,16,8,100,100,0.5334811210632324,1
5,16,8,100,100,0.5382058620452881,1
6,16,8,100,100,0.5568685531616211,1
7,16,8,100,100,0.5800981521606445,1
8,16,8,100,100,1.1202516555786133,1
9,16,8,100,100,1.1588773727416992,1
10,16,8,100,100,1.1559224128723145,1
11,16,8,100,100,1.2559490203857422,1
12,16,8,100,100,1.2828054428100586,1
13,16,8,100,100,1.2798504829406738,1
14,16,8,100,100,1.278850793838501,1
0,16,9,100,100,0.43379974365234375,1
1,16,9,100,100,0.4375026226043701,1
2,16,9,100,100,0.44994688034057617,1
3,16,9,100,100,0.44994688034057617,1
4,16,9,100,100,0.46439433097839355,1
5,16,9,100,100,0.46793460845947266,1
6,16,9,100,100,0.46993374824523926,1
7,16,9,100,100,0.47566723823547363,1
8,16,9,100,100,0.4878504276275635,1
9,16,9,100,100,0.5014669895172119,1
10,16,9,100,100,0.5025997161865234,1
11,16,9,100,100,0.5025997161865234,1
12,16,9,100,100,0.552950382232666,1
13,16,9,100,100,0.5682468414306641,1
14,16,9,100,100,0.5682468414306641,1
0,16,10,100,100,0.4312479496002197,1
1,16,10,100,100,0.4432835578918457,1
2,16,10,100,100,0.47024083137512207,1
3,16,10,100,100,0.4666435718536377,1
4,16,10,100,100,0.47024083137512207,1
5,16,10,100,100,0.4759066104888916,1
6,16,10,100,100,0.47690558433532715,1
7,16,10,100,100,0.4781935214996338,1
8,16,10,100,100,0.5444808006286621,1
9,16,10,100,100,0.573436975479126,1
10,16,10,100,100,0.5895555019378662,1
11,16,10,100,100,0.6057085990905762,1
12,16,10,100,100,0.6113290786743164,1
13,16,10,100,100,0.6134486198425293,1
14,16,10,100,100,0.6255643367767334,1
